genres,overview,popularity,production_companies,release_date,tagline,title,vote_average,vote_count
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",65.402595,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Giant Pictures"", ""id"": 34396}, {""name"": ""Origo Film Group"", ""id"": 34397}]",2013-02-06,Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,5.2,3493
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",77.817571,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2004-11-05,"No gut, no glory",The Incredibles,7.4,5152
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",104.121555,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]",1997-07-02,Protecting the Earth from the scum of the universe.,Men in Black,6.9,4412
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",46.781182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]",2009-09-17,Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1747
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]","Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",69.457898,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",2009-06-29,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,6.5,2271
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",63.429157,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Plan B Entertainment"", ""id"": 45778}]",2006-10-05,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,7.9,4339
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.",43.192048,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Internationale Filmproduktion Stella-del-Sud Second"", ""id"": 12379}]",2008-08-09,The movie they think they're making... isn't a movie anymore.,Tropic Thunder,6.5,1667
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}]","This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",47.651083,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Film Rites"", ""id"": 8083}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Yellow Bird"", ""id"": 33817}, {""name"": ""Ground Control"", ""id"": 47479}]",2011-12-14,Evil shall with evil be expelled.,The Girl with the Dragon Tattoo,7.2,2434
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]","Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",57.834787,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Internationale Filmproduktion Blackbird Dritte"", ""id"": 19855}, {""name"": ""Wigram Productions"", ""id"": 23202}]",2009-12-23,Nothing escapes him.,Sherlock Holmes,7.0,5766
"[{""id"": 18, ""name"": ""Drama""}]",A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,29.608322,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Sean Daniel Company"", ""id"": 19857}, {""name"": ""LightWorkers Media"", ""id"": 23920}]",2016-08-17,First to finish. Last to die.,Ben-Hur,5.3,621
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]","The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.",51.548589,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]",2001-06-02,Atlantis is waiting...,Atlantis: The Lost Empire,6.7,1224
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",27.867368,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2015-12-17,Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,5.8,428
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,40.597344,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Relativity Media"", ""id"": 7295}]",2008-06-05,Lather. Rinse. Save the world.,You Don't Mess with the Zohan,5.5,1048
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,140.849495,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]",2015-07-16,Game On.,Pixels,5.6,2513
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]","Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.",55.249434,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""South Side Amusement Company"", ""id"": 43910}]",1997-07-11,"If it's just us, it seems like an awful waste of space.",Contact,7.2,1308
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",18.69984,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Misher Films"", ""id"": 11581}, {""name"": ""Motion Picture JOTA Produktions"", ""id"": 20194}]",2005-04-08,The truth needs no translation.,The Interpreter,6.2,392
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",40.262261,"[{""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2013-08-07,"Where There Are Gods, There Are Monsters.",Percy Jackson: Sea of Monsters,5.9,1648
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",51.535701,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""TIK Films"", ""id"": 72441}]",2016-06-02,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",46.200042,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",2011-04-03,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,Rio,6.5,2166
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",24.100863,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Parkway Pictures (I)"", ""id"": 631}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2005-06-02,One man's extraordinary fight to save the family he loved.,Cinderella Man,7.3,616
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,14.824166,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2003-07-22,The hopes of a nation rode on a long shot.,Seabiscuit,6.7,216
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]","Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",37.272385,"[{""name"": ""Kennedy Miller Productions"", ""id"": 2537}, {""name"": ""Animal Logic"", ""id"": 8089}]",2006-11-16,WARNING: May Cause Toe-Tapping.,Happy Feet,5.9,1410
